0,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics
371,5,4,3,3,2,4,3,5,5,3,3,4,3,3,3,2,4,1,2,5,1,4,5,3,1,3,5,5,5,2,5,4,4,2,2,1
372,5,3,5,5,5,5,5,5,5,3,3,2,2,5,5,3,5,2,5,5,1,2,5,5,3,2,5,5,3,3,2,2,5,1,5,3
373,4,4,2,2,2,2,2,2,4,2,5,1,4,2,3,4,2,4,2,4,3,3,4,3,5,4,3,5,5,1,4,3,3,3,1,3
374,5,4,2,1,1,1,1,5,3,1,1,2,1,1,1,1,1,1,1,5,2,4,5,4,5,3,4,4,1,3,5,5,4,3,1,1
375,5,3,5,2,2,1,2,5,3,1,1,3,3,2,2,1,2,3,1,5,3,4,5,5,2,4,5,3,3,2,2,2,2,1,1,2
376,5,3,4,2,1,1,3,5,4,2,2,5,2,2,1,1,3,,1,5,1,2,5,5,2,1,5,5,3,1,3,2,1,1,3,2
377,5,5,,1,1,1,1,4,1,1,1,5,1,1,1,1,2,1,1,5,2,3,5,5,1,1,5,5,5,1,2,2,1,1,1,1
378,5,3,2,3,3,4,2,3,5,4,3,1,3,4,4,5,3,1,1,5,5,5,5,3,1,3,4,4,4,1,2,3,5,4,5,4
379,5,5,5,,2,2,4,5,4,1,1,4,5,1,2,2,3,3,1,5,5,4,5,3,2,1,5,5,4,1,2,4,4,1,5,1
380,5,3,5,4,3,4,5,4,4,2,2,3,3,4,3,2,4,2,4,5,3,4,5,3,4,4,5,5,4,3,5,3,5,4,3,3
381,5,4,4,3,2,2,3,4,4,1,1,4,2,2,4,2,5,5,1,5,4,3,4,3,2,1,5,4,2,1,4,3,4,1,2,1
382,5,4,2,2,3,4,3,2,5,3,3,1,1,3,3,3,2,1,4,5,1,5,4,3,4,3,5,5,4,2,4,5,5,3,2,1
383,5,3,4,3,4,2,2,5,1,1,1,4,2,1,2,2,5,4,1,5,4,2,5,5,2,4,5,5,4,2,4,4,2,2,1,1
384,5,3,2,2,2,3,4,3,5,3,4,3,3,3,3,5,1,2,3,5,5,5,5,4,2,1,4,4,5,1,5,1,2,2,5,2
385,5,4,3,1,1,2,3,3,5,5,3,4,4,4,4,5,2,1,1,2,1,1,3,3,1,1,4,4,2,1,1,2,5,1,5,1
386,5,3,5,4,4,5,4,4,5,3,3,4,5,5,5,4,5,3,3,5,3,3,5,5,5,4,5,5,4,4,5,3,1,1,3,4
387,5,3,3,2,1,2,3,4,5,3,3,5,4,2,3,3,2,4,1,4,3,3,5,3,5,2,2,2,4,2,3,2,4,3,3,4
388,5,3,5,2,2,2,4,5,2,1,1,5,5,3,3,2,5,2,1,5,5,5,5,5,1,1,5,5,3,1,5,2,4,3,2,2
389,5,3,3,4,2,4,4,5,4,1,3,4,5,5,4,3,5,3,3,5,3,5,4,4,2,5,5,3,4,1,5,3,5,3,4,2
390,5,4,3,2,2,3,3,3,2,1,1,2,2,4,3,2,5,1,2,5,3,3,4,4,3,3,4,4,4,2,2,2,5,1,2,1
391,4,3,1,1,2,3,2,2,2,1,2,2,2,3,3,4,3,3,3,5,1,1,4,3,3,2,5,5,5,4,4,5,3,4,3,2
392,4,4,3,3,3,3,3,3,3,2,1,3,3,3,3,2,2,1,2,4,2,2,4,4,3,3,4,3,3,2,4,4,2,1,4,1
393,5,4,4,3,1,3,2,4,3,1,1,5,3,1,2,2,5,2,1,5,4,5,4,4,2,3,5,5,3,3,3,3,3,2,3,1
394,5,4,1,1,3,1,1,1,3,5,3,2,1,1,2,2,1,1,1,5,5,4,3,1,5,5,2,1,3,4,5,5,2,3,1,1
395,5,3,3,1,1,2,1,3,4,2,1,1,2,2,3,2,2,1,1,4,2,4,4,3,1,2,4,3,3,1,4,1,4,2,4,2
396,5,4,3,1,3,1,2,3,4,5,3,3,2,2,4,5,1,5,1,5,4,4,3,2,5,5,3,2,3,3,5,4,1,1,4,3
397,5,3,3,4,2,5,4,3,3,1,1,2,3,4,3,1,2,2,5,2,2,2,4,4,4,1,3,3,2,2,3,2,3,1,4,3
398,5,3,3,5,2,2,3,4,1,1,1,4,2,1,2,1,4,1,1,5,3,3,5,5,2,2,3,3,2,1,3,1,3,2,4,1
399,5,4,3,3,2,2,2,2,3,3,3,5,5,3,4,3,4,5,2,5,1,3,5,5,3,2,3,2,5,3,4,3,4,3,4,3
400,5,4,2,4,1,5,5,4,4,3,4,2,4,3,3,4,2,1,5,5,4,5,5,4,4,2,2,3,1,1,3,5,5,3,4,4
401,5,3,4,1,2,3,1,4,2,1,1,3,3,2,2,2,1,4,3,5,2,3,4,2,4,4,4,4,4,2,4,5,2,3,5,5
402,5,3,2,1,3,1,3,2,5,4,1,1,1,1,2,2,3,1,2,4,2,1,5,2,1,3,3,3,1,1,1,2,4,2,1,1
403,5,3,5,5,1,5,2,4,5,4,1,1,1,1,1,,1,3,3,5,4,4,5,2,1,5,5,5,5,1,4,5,1,3,1,1
404,2,3,2,3,3,3,4,3,4,2,2,2,4,2,4,3,3,1,3,4,2,2,5,3,4,2,5,4,5,3,3,2,4,1,2,2
405,5,3,4,5,5,5,2,4,5,1,5,3,2,2,5,5,1,5,3,5,1,1,5,5,5,1,5,5,5,1,2,2,2,1,2,2
406,4,3,3,3,3,3,3,3,2,1,2,4,2,4,3,3,3,2,3,4,1,1,4,4,1,3,5,4,4,3,3,5,4,5,2,3
407,5,3,4,5,1,4,5,5,4,1,1,3,3,4,4,1,5,4,4,5,1,3,5,5,5,1,5,5,3,1,3,1,1,1,1,1
408,5,3,4,2,3,3,3,3,3,1,3,3,3,5,3,2,2,2,2,5,3,3,5,3,2,4,5,5,4,2,3,4,4,4,2,2
409,5,5,3,4,3,5,5,3,1,1,1,1,1,4,5,3,5,1,5,4,5,4,5,5,2,3,5,3,5,1,2,3,3,2,1,1
410,5,4,5,1,5,1,5,4,4,1,3,4,2,3,4,3,2,4,1,5,2,3,5,5,3,2,2,2,1,5,2,1,2,1,3,3
411,5,5,4,2,1,3,1,4,5,1,5,4,1,1,5,3,1,1,1,5,5,5,5,1,5,5,5,5,5,5,5,3,1,1,4,4
412,5,3,3,2,2,3,4,5,5,1,1,4,2,4,3,1,5,2,2,5,1,3,4,5,2,3,5,5,2,1,3,5,4,5,1,1
413,5,5,3,1,1,1,1,3,5,5,1,1,1,1,1,1,1,5,1,2,1,1,5,3,1,1,1,3,1,1,3,4,4,3,1,1
414,5,3,4,3,1,2,2,4,4,4,4,2,2,2,4,2,2,3,2,5,3,3,4,2,3,5,3,3,4,2,5,4,2,2,3,2
415,5,3,4,3,2,5,3,5,3,2,1,3,2,3,4,4,2,2,2,5,4,3,4,4,3,2,4,4,4,1,2,4,5,3,3,1
416,5,3,3,1,1,1,1,5,5,1,2,4,2,1,5,3,3,3,1,5,5,5,5,4,1,3,5,5,4,1,1,1,5,1,1,1
417,4,2,5,1,1,4,2,4,3,2,2,3,2,2,2,1,3,4,1,,3,3,4,5,2,3,3,4,2,1,1,2,2,1,5,2
418,5,5,1,2,1,2,2,1,2,4,5,1,5,1,4,4,1,1,2,5,5,5,3,1,3,4,1,1,3,2,4,4,4,4,5,3
419,5,1,4,4,2,2,3,5,1,1,1,1,2,1,2,2,4,1,2,5,1,5,5,4,3,1,3,3,3,1,2,1,2,2,1,2
420,5,3,5,2,5,5,5,5,5,1,1,3,3,4,5,5,3,3,5,3,1,2,2,2,2,5,4,1,5,2,4,3,5,2,1,2
421,5,4,1,1,1,3,1,2,5,3,5,1,3,2,1,1,1,1,3,5,1,3,5,1,2,3,5,5,5,1,4,5,3,5,1,1
422,5,2,2,3,2,5,5,5,4,1,1,2,2,5,3,2,3,2,3,5,1,2,5,5,5,5,5,5,5,2,5,5,3,3,4,4
423,5,5,4,1,1,1,4,5,1,1,1,4,2,1,1,1,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,4,4,2,1,1
424,5,2,3,2,1,3,3,5,4,3,3,1,3,3,3,3,3,2,3,4,4,5,4,1,1,1,4,5,4,1,1,2,4,2,1,2
425,5,5,5,3,3,2,2,3,,1,1,5,,4,1,1,2,5,1,5,1,2,5,5,2,5,5,5,4,3,2,3,,1,1,1
426,5,3,3,1,1,2,3,4,5,3,5,3,4,3,4,5,1,2,3,5,4,5,5,5,5,5,5,5,5,1,5,3,4,2,1,1
427,5,2,1,1,1,1,1,2,5,4,1,1,3,4,4,4,2,1,1,4,1,4,4,2,3,3,4,4,4,1,1,1,2,2,1,1
428,5,3,3,3,1,5,1,2,3,1,2,2,3,5,3,5,3,2,4,5,2,4,4,3,4,2,5,5,5,1,3,3,4,1,1,1
429,5,3,5,3,2,4,5,5,3,2,4,3,2,2,2,1,2,3,3,5,1,3,4,5,3,1,5,5,3,1,3,2,3,3,2,1
430,5,4,2,1,2,3,2,2,5,4,4,2,1,2,3,,1,1,2,5,4,5,4,3,2,2,5,4,,2,2,2,4,2,1,1
431,5,5,3,3,3,4,2,4,4,2,2,2,4,3,3,3,4,3,2,5,1,3,5,4,4,3,4,5,5,2,3,4,3,2,2,2
432,4,3,4,1,3,2,3,2,2,1,1,3,3,3,2,2,4,5,4,5,4,4,5,3,3,2,4,5,4,3,5,2,1,2,5,5
433,5,3,2,2,2,3,1,1,5,4,3,3,3,3,4,5,3,1,1,4,5,4,4,2,3,3,2,3,4,4,2,5,5,4,2,3
434,5,3,4,4,4,2,4,5,4,3,4,2,2,2,3,5,3,2,2,5,3,5,4,3,3,2,2,2,5,1,2,3,2,4,5,2
435,5,4,4,1,2,2,3,5,3,1,1,4,3,3,2,1,5,4,1,5,1,3,4,1,4,3,2,3,5,4,5,5,3,2,1,5
436,5,3,1,1,1,1,2,3,5,5,3,2,1,1,5,3,1,1,1,4,2,2,4,3,2,2,3,4,2,1,2,2,2,1,1,3
437,4,3,2,2,2,2,1,4,4,2,2,2,3,2,3,2,4,3,2,4,3,3,5,4,4,3,4,4,2,2,4,2,2,1,2,3
438,5,3,2,1,1,1,2,3,3,1,2,3,1,1,3,1,1,4,1,5,3,3,4,4,2,3,1,1,3,1,3,1,5,,1,3
439,5,3,1,1,1,2,3,4,5,4,4,4,3,1,2,1,2,1,2,5,1,2,4,5,2,2,5,5,4,1,2,1,5,2,1,2
440,5,5,5,2,2,1,1,4,2,1,1,4,2,2,3,3,2,4,1,5,3,5,5,3,3,4,2,2,3,2,5,4,3,2,3,1
441,5,3,4,1,2,4,3,4,4,1,1,3,3,3,4,3,3,4,1,5,3,3,5,4,2,3,3,2,3,2,2,4,4,3,1,1
442,5,1,3,2,1,2,2,5,,1,3,1,1,1,1,1,5,1,1,5,1,2,5,5,2,1,5,5,,1,3,1,5,2,2,2
443,5,3,4,2,4,3,3,5,4,1,4,3,4,4,4,2,2,2,1,5,5,4,5,4,3,3,5,5,4,3,3,2,2,3,3,2
444,4,3,2,2,2,4,3,3,3,1,2,3,3,3,3,2,3,3,3,4,3,4,4,2,5,4,3,3,2,1,4,5,5,5,3,2
445,5,4,3,2,4,2,2,2,3,4,4,2,5,4,5,5,2,4,2,5,3,3,4,2,3,3,2,3,3,2,2,3,5,4,4,4
446,5,3,4,2,2,2,3,5,3,1,1,4,2,3,2,2,5,1,1,5,1,2,5,5,3,1,5,5,3,1,3,4,2,3,1,1
447,4,3,4,1,2,2,1,3,3,1,1,4,2,1,2,1,1,4,1,5,4,3,5,1,3,3,1,2,3,1,4,1,4,2,3,1
448,3,2,1,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,4,4,1,1,3,3,5,1,1,5,4,5,3,3
449,5,3,4,2,2,2,2,4,4,1,1,4,1,2,4,3,2,3,2,5,3,4,5,4,3,3,4,4,3,2,2,3,3,3,4,1
450,5,3,3,3,1,2,5,3,4,2,2,2,3,3,5,2,5,1,1,5,5,5,5,4,2,1,5,5,4,1,2,2,2,1,3,2
451,5,4,4,3,1,5,3,5,3,1,1,2,2,1,1,1,3,1,4,5,4,5,5,3,5,3,5,5,5,1,5,3,1,2,2,1
452,5,3,3,2,2,3,1,4,4,1,1,3,2,3,2,2,3,3,1,4,2,4,4,4,2,4,3,3,5,3,4,3,3,2,2,2
453,5,3,4,1,1,1,1,5,3,3,3,3,3,2,4,3,1,3,1,5,3,5,5,5,1,1,5,2,3,1,1,1,3,2,3,1
454,5,4,2,2,1,1,5,3,4,2,2,2,3,3,5,2,5,1,1,5,5,5,5,4,2,1,5,5,4,1,2,2,2,1,2,1
455,4,4,2,1,1,2,3,4,5,3,4,3,5,4,4,4,2,1,1,5,5,5,5,4,2,2,5,5,4,1,3,3,4,3,3,1
456,5,3,4,2,1,2,3,5,5,2,5,3,3,2,3,2,2,4,2,5,1,3,5,5,1,1,5,4,3,1,5,1,3,2,2,1
457,5,5,3,1,1,1,1,3,2,1,4,5,5,1,2,3,1,1,1,5,3,3,5,1,2,2,1,1,4,2,5,5,3,5,5,4
458,5,4,4,2,1,2,1,4,5,2,3,2,2,2,3,3,2,4,1,5,2,4,5,3,5,5,2,3,4,2,5,3,5,3,5,4
459,5,,5,5,5,5,5,5,1,1,1,5,1,1,5,5,5,5,5,1,1,1,5,5,5,1,5,1,5,1,1,5,5,1,1,1
460,4,2,2,2,3,3,3,2,3,2,3,1,4,3,3,5,2,3,3,5,1,2,5,4,1,2,5,5,4,2,1,2,2,1,1,1
461,5,4,3,1,1,1,1,2,4,2,4,5,5,1,1,3,1,1,1,5,5,5,5,2,2,3,3,3,5,3,5,4,1,5,1,1
462,5,3,2,4,3,3,3,3,3,1,1,1,3,3,3,3,4,2,4,4,2,3,5,3,2,3,3,3,4,3,3,3,3,4,3,2
463,4,3,3,1,2,3,1,3,5,1,4,3,3,3,3,4,2,3,1,4,2,3,5,4,3,4,5,5,5,1,2,3,3,3,3,3
464,5,3,3,1,1,3,3,5,3,1,1,3,3,1,1,5,5,1,1,5,1,1,4,5,1,1,4,5,2,1,2,1,3,1,3,1
465,5,4,4,3,3,3,2,3,4,1,4,2,3,2,4,2,5,3,2,3,1,4,4,5,1,3,3,3,2,2,1,2,3,1,1,1
466,5,3,3,2,2,3,4,3,1,1,2,2,4,4,2,3,5,2,2,5,2,3,5,3,3,4,3,3,4,4,4,5,2,3,2,2
467,5,3,3,1,3,3,3,4,3,1,1,4,1,3,3,1,3,5,1,5,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1
468,4,2,4,3,2,3,2,3,2,2,1,4,2,1,2,2,2,2,1,5,2,2,5,4,2,1,3,3,2,1,4,1,2,3,3,1
469,5,3,3,2,4,4,2,4,5,2,2,5,4,4,5,2,2,2,2,3,4,3,4,3,3,3,3,3,3,4,4,3,2,4,4,2
470,5,5,5,1,1,1,1,4,3,1,3,4,4,2,5,4,1,4,1,5,5,5,5,3,4,3,5,5,3,3,5,3,2,2,3,2
471,4,3,4,3,1,2,3,5,2,1,1,3,3,2,3,1,3,1,3,4,5,5,5,5,2,1,3,3,2,1,3,4,3,2,2,1
472,5,3,4,2,2,2,2,3,5,4,5,2,5,3,4,5,2,2,1,5,2,4,5,3,5,4,4,5,4,3,5,3,3,2,3,4
473,3,3,2,2,4,3,2,4,3,1,2,1,1,1,2,1,1,1,2,3,5,4,5,2,2,2,1,1,4,2,1,2,1,1,5,4
474,5,2,1,1,1,1,1,2,4,4,3,1,1,1,1,4,1,1,1,5,1,2,4,3,1,1,4,3,5,1,2,5,3,2,2,2
475,5,3,5,1,1,3,1,5,3,1,1,5,2,1,1,3,1,5,1,5,3,3,5,3,3,1,2,2,5,1,4,3,3,3,5,5
476,5,3,3,2,5,4,5,3,5,4,4,3,4,3,5,3,4,1,2,4,4,3,5,5,2,3,5,5,3,1,2,4,5,3,3,2
477,5,3,2,1,1,4,3,4,5,4,3,3,3,5,5,5,5,1,2,5,1,2,5,4,1,1,3,3,4,1,3,3,3,1,1,1
478,5,3,2,1,1,2,4,2,5,3,3,1,2,3,5,5,2,1,1,5,4,4,4,3,4,2,3,3,3,3,4,2,2,2,4,2
479,5,4,5,2,3,2,3,4,4,2,2,2,2,2,4,4,2,3,2,5,4,4,3,1,4,4,1,2,2,2,5,2,2,2,1,1
480,5,3,3,2,2,3,3,3,4,3,4,3,3,4,4,,4,2,2,5,4,4,5,3,3,2,4,4,3,2,5,2,3,3,1,2
481,5,4,5,3,5,3,4,5,4,2,3,4,3,4,5,4,5,4,4,5,2,4,5,5,5,2,5,5,5,3,4,3,2,3,3,2
482,5,4,4,4,1,5,1,1,2,4,1,1,1,4,4,4,1,5,4,5,1,4,3,2,4,4,3,2,5,5,2,5,5,2,1,4
483,3,4,2,1,3,1,1,3,4,2,4,4,4,3,1,1,1,1,1,5,1,4,5,4,4,2,2,3,3,1,4,4,2,4,4,2
484,5,4,3,2,1,5,3,4,5,3,5,3,2,4,3,1,5,1,1,5,1,3,5,5,2,1,5,5,3,1,2,3,4,1,4,4
485,5,3,3,1,2,2,2,4,4,3,3,3,3,,2,2,2,2,2,5,2,4,4,3,4,3,4,4,2,1,4,4,2,2,4,1
486,5,3,4,2,1,2,1,4,5,1,1,1,3,5,4,4,4,1,1,5,2,4,5,3,3,3,1,5,3,1,4,1,1,1,1,1
487,3,3,4,2,2,2,1,4,2,1,1,3,2,3,3,3,3,2,1,5,2,5,5,4,3,3,4,2,4,2,1,4,5,4,3,2
488,5,5,5,2,1,1,1,1,1,,,,,,,,1,1,1,5,5,1,5,5,5,1,5,2,3,1,5,1,5,2,1,3
489,5,3,2,4,3,5,4,3,5,3,2,3,3,5,5,4,3,1,4,5,4,4,4,2,4,4,3,3,4,4,4,5,2,5,3,4
490,5,5,2,2,2,1,1,2,5,1,5,3,5,2,5,5,1,1,1,5,3,5,5,2,1,5,5,5,4,1,1,5,4,5,1,1
491,4,3,3,2,2,2,3,3,2,1,1,5,1,1,2,1,5,4,2,1,2,2,5,5,1,1,5,4,1,1,1,1,5,1,1,1
492,5,3,3,2,2,2,2,4,4,2,3,3,2,2,3,1,5,1,2,5,4,4,5,4,4,2,4,4,4,1,4,2,3,2,2,1
493,5,5,3,3,1,4,4,2,5,2,2,1,2,3,4,5,3,2,2,5,1,2,3,5,2,5,5,5,5,2,4,5,5,2,3,2
494,5,3,4,1,2,2,1,5,3,1,1,5,2,2,3,3,4,2,1,5,3,5,4,2,3,4,2,3,3,2,5,3,1,3,2,2
495,5,3,2,2,1,2,4,2,5,2,2,1,4,5,4,5,2,1,2,5,2,3,5,5,3,3,3,4,3,1,1,2,4,2,4,3
496,5,3,2,1,2,2,2,3,5,2,4,2,2,1,5,5,2,2,1,5,1,5,4,3,3,2,3,3,2,1,4,2,2,2,2,1
497,3,2,3,2,4,5,4,3,3,1,1,2,2,2,4,3,4,2,4,4,3,4,4,4,2,2,5,4,4,2,2,3,3,4,3,3
498,5,4,3,3,3,4,4,5,5,2,3,1,3,5,5,1,4,1,5,3,1,1,5,3,3,3,1,1,5,2,2,3,5,3,1,1
499,5,3,3,2,1,3,2,2,4,1,1,1,3,2,3,5,3,1,1,5,1,1,4,3,2,4,5,5,4,2,3,4,4,3,1,1
500,5,4,2,4,2,3,2,4,4,2,4,1,3,1,3,3,1,3,2,5,2,4,5,2,4,5,4,4,4,5,3,3,,4,2,2
501,5,3,3,5,2,4,2,2,4,2,1,1,2,2,4,5,4,4,4,5,3,3,5,5,5,5,5,5,4,1,3,4,4,3,3,4
502,5,3,4,5,3,4,2,4,4,2,2,2,2,4,4,2,5,2,2,4,4,5,3,5,1,5,2,2,4,1,1,3,2,2,4,1
503,5,4,4,3,2,4,2,2,5,3,4,3,3,4,5,3,1,3,3,5,3,5,4,2,5,5,5,5,3,5,5,2,1,4,3,1
504,5,3,2,2,1,5,5,4,4,1,1,1,1,1,2,1,4,5,4,5,2,1,5,5,5,3,5,5,5,4,2,4,4,1,5,5
505,5,3,5,1,1,2,2,5,1,1,1,5,2,1,2,2,2,1,1,5,5,4,5,3,4,5,4,2,3,1,2,3,3,3,5,1
506,5,4,3,4,2,2,2,3,5,3,4,3,3,2,4,4,2,1,1,5,2,4,5,3,4,3,3,4,4,5,5,2,3,2,3,4
507,5,4,2,1,1,1,1,2,2,3,3,5,1,1,1,2,1,2,1,5,1,5,5,2,3,3,2,2,3,2,4,2,3,3,2,3
508,5,4,3,4,3,3,4,2,2,1,1,2,5,4,4,4,4,1,2,4,2,3,3,2,4,1,5,1,5,3,2,3,4,2,2,2
509,5,3,1,3,5,4,1,3,5,2,,1,3,3,5,5,1,1,1,5,2,4,4,2,3,3,4,4,4,4,5,3,4,5,1,1
510,4,5,4,5,2,3,4,4,1,1,1,4,3,3,1,,3,4,1,4,3,2,5,4,3,1,5,5,4,3,5,5,1,1,1,1
511,5,3,5,3,3,4,4,4,4,3,2,4,4,4,3,3,3,2,4,4,2,3,4,4,4,4,4,3,4,4,4,3,4,2,3,5
512,5,3,3,1,2,3,2,3,3,1,1,4,4,4,3,3,2,1,1,5,3,3,5,4,4,2,4,4,3,3,4,2,3,1,4,5
513,5,1,2,4,1,2,1,1,1,1,1,1,1,2,1,3,,4,2,4,1,2,5,5,5,1,3,1,1,1,3,1,1,5,1,1
514,5,4,3,1,1,2,3,3,4,5,5,3,2,1,3,3,3,3,1,4,3,5,5,3,3,3,4,4,3,2,4,2,1,4,5,3
515,5,3,1,5,5,2,2,3,5,1,1,1,2,1,5,3,2,1,2,5,3,4,5,3,3,5,5,5,5,4,4,3,2,1,1,1
516,5,4,4,3,3,3,4,4,5,5,3,1,2,3,3,4,2,1,2,5,5,4,5,1,4,4,1,4,3,5,5,3,4,3,4,1
517,5,5,5,3,1,2,3,5,4,4,3,5,3,2,3,3,2,4,3,5,5,5,5,1,5,5,5,5,3,3,5,5,3,1,1,2
518,5,3,3,1,1,4,4,4,4,3,3,4,3,1,1,3,4,4,4,5,4,5,3,2,1,1,4,5,4,2,3,4,5,3,2,4
519,5,4,4,2,2,3,2,5,4,1,2,4,3,3,2,2,5,4,4,4,1,2,5,3,3,2,5,5,5,1,4,3,4,3,1,2
520,5,4,4,3,1,2,1,1,2,2,1,4,4,2,2,2,2,4,1,4,3,3,4,2,3,5,2,2,4,2,4,4,2,2,2,2
521,5,3,3,1,2,2,2,4,2,1,1,4,4,2,2,2,4,2,1,5,2,3,5,5,3,2,3,3,4,2,3,4,3,3,3,2
522,5,3,5,5,1,5,4,5,3,2,2,3,3,4,4,2,5,3,3,5,3,5,5,4,1,1,5,5,4,1,1,3,4,1,1,1
523,5,3,4,2,2,3,3,4,3,1,2,3,3,3,3,3,4,4,3,5,1,2,5,4,3,3,4,4,3,2,4,2,3,4,1,1
524,5,3,5,2,1,2,1,1,3,1,1,2,3,3,4,2,2,3,1,5,4,4,,5,2,5,1,5,4,3,4,2,1,2,,4
525,5,3,2,1,2,4,2,2,5,5,5,2,5,,3,5,2,1,3,5,,4,3,3,3,3,4,5,4,1,1,3,4,1,3,2
526,3,4,3,3,3,3,3,3,5,1,3,3,3,3,3,3,3,1,3,4,3,4,5,3,2,2,2,3,3,2,2,3,3,3,3,3
527,5,4,3,1,1,2,2,4,4,4,4,5,5,3,4,3,3,1,1,5,5,4,5,3,4,4,5,5,3,2,5,4,3,3,5,5
528,4,5,3,1,3,2,3,4,4,1,,2,4,4,4,4,4,2,1,4,5,4,3,2,4,4,1,1,4,4,5,2,2,3,5,5
529,5,4,3,1,1,5,3,5,5,1,2,5,1,3,5,1,1,3,2,5,2,5,5,2,5,3,4,4,5,1,5,2,3,2,5,5
530,5,2,1,2,2,2,1,3,5,3,2,1,1,2,3,4,3,1,2,4,1,2,3,2,2,3,4,4,4,2,2,5,3,5,1,1
531,5,3,3,5,2,3,3,5,2,1,1,1,1,1,1,4,3,1,1,4,1,1,5,3,3,1,3,1,5,1,5,5,5,2,3,4
532,5,4,2,5,4,5,2,2,5,4,3,1,2,3,5,5,2,1,1,5,2,1,4,4,3,4,5,5,5,2,3,5,5,5,3,4
533,5,3,4,2,1,3,3,4,4,2,1,2,4,5,3,3,4,4,2,5,4,3,5,4,2,2,5,5,5,1,3,5,3,3,1,1
534,5,3,3,1,2,2,2,3,5,2,3,2,2,3,5,5,3,3,2,5,3,3,4,3,3,3,3,3,3,1,3,3,4,2,3,2
535,5,3,3,3,1,3,3,4,3,1,1,4,4,4,3,,4,2,2,5,1,4,5,5,5,1,5,5,5,5,5,3,3,2,1,1
536,5,1,3,3,4,4,4,5,5,3,4,4,3,4,5,1,4,4,1,5,4,4,5,5,5,5,5,5,3,2,5,3,5,4,3,2
537,5,5,2,1,1,1,2,4,2,2,1,5,3,1,1,1,3,5,1,5,5,5,5,3,1,3,3,3,2,1,5,3,5,3,1,1
538,5,3,3,2,1,4,3,3,4,1,3,3,3,1,3,5,1,2,3,5,2,4,3,4,1,4,2,4,4,2,3,4,5,5,2,4
539,5,3,3,2,1,3,3,4,4,4,4,4,2,1,3,3,3,3,2,5,3,4,5,4,4,3,5,5,2,1,4,4,2,2,1,1
540,5,3,3,2,2,5,1,4,5,4,1,1,1,1,3,4,1,1,4,5,2,5,2,1,5,5,2,1,5,4,3,5,4,5,1,5
541,5,3,3,5,1,5,5,5,5,1,2,4,4,2,5,3,3,3,5,5,3,5,4,4,5,5,5,5,5,1,5,3,4,3,3,5
542,5,4,3,2,2,2,3,3,2,2,2,4,3,2,2,2,3,1,1,5,3,3,5,5,3,2,5,5,3,2,4,2,2,2,1,1
543,5,3,5,2,1,2,2,4,4,3,5,5,5,4,3,5,4,2,2,5,3,3,4,4,4,4,4,4,4,3,4,4,4,4,2,2
544,5,4,4,1,1,4,2,4,4,4,3,3,2,5,4,4,4,4,2,5,1,1,5,3,3,3,4,4,,2,4,3,4,2,2,2
545,5,4,2,3,1,4,5,2,5,4,3,2,2,2,4,5,3,1,3,5,1,4,1,2,4,4,4,4,4,1,3,3,1,2,1,1
546,5,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,1,5,5,5,5,3,5,5,5,5,4,5,5,3,3,1,1,1
547,5,3,3,2,2,5,5,4,5,3,3,2,5,5,5,4,5,1,5,5,5,5,5,3,5,5,3,5,3,2,4,3,2,3,4,4
548,5,4,1,4,2,5,3,1,4,5,2,2,2,1,4,3,1,1,5,5,3,5,5,2,2,4,4,4,5,3,4,5,3,5,1,1
549,4,3,1,3,3,3,1,2,5,1,2,1,2,1,4,4,1,1,1,4,1,1,4,4,2,3,3,3,3,2,4,2,5,2,1,1
550,5,4,5,1,2,2,3,5,3,1,1,5,3,3,1,2,4,4,2,4,2,2,5,2,1,3,5,5,4,1,4,2,4,2,1,1
551,5,3,2,5,4,3,3,3,5,2,2,1,3,3,5,4,2,1,2,5,1,3,4,3,5,3,5,5,4,2,4,3,4,4,3,1
552,5,4,3,3,3,2,2,4,2,1,1,1,1,1,1,1,2,1,2,3,1,2,5,4,3,4,5,5,4,1,4,4,3,1,3,1
553,5,3,2,3,1,3,3,2,4,2,1,1,4,5,3,5,5,2,2,5,2,4,5,5,1,5,4,4,4,1,2,4,5,5,3,1
554,3,3,4,4,2,2,2,3,2,1,1,3,1,1,1,3,2,3,2,4,2,2,5,5,3,2,4,3,2,3,4,2,4,4,3,1
555,4,3,3,4,2,3,4,3,3,2,2,3,1,2,3,2,3,3,1,4,1,2,4,4,2,3,3,2,4,2,4,2,5,3,5,3
556,5,5,5,3,1,1,2,5,1,1,2,4,5,3,1,2,4,2,1,4,2,4,5,5,1,2,4,2,4,2,5,1,2,1,1,1
557,5,3,3,1,1,3,3,4,1,1,1,4,1,1,,1,1,2,1,5,3,2,4,4,2,2,3,1,2,1,2,2,1,1,1,1
